"","year","area","variable","Agua","Emisiones GEI","Emisiones de CO₂","Energía","Materiales","Nitrógeno","Tierras de cultivo","PIB","Población","IDH-A","IDH"
"306",2003,"España","Per cápita",344.498479595878,8.30557591594618,7.47016373726408,3.26613164869137,18.7642269116648,35.4535874891603,0.432468648046534,29371.8649278597,NA,0.63252932176978,0.791858566157597
"307",2004,"España","Per cápita",305.642494280578,8.47755568394732,7.73024264197659,3.34915109225856,18.9856560180957,32.0674890437237,0.425933778447056,30088.09263525,NA,0.637070998009615,0.795642270821138
"308",2005,"España","Per cápita",358.025985307429,8.61644392915451,7.91944167125388,3.35530705641943,19.306625466477,27.2869492056088,0.4120557690132,30885.60203956,NA,0.64161267424945,0.799425975484679
"309",2006,"España","Per cápita",306.837208623445,8.22071089157293,7.5848865871433,3.29613224626511,20.0131630548984,28.241498946031,0.401741953185437,31907.4235097587,NA,0.649835951157456,0.80278552048299
"310",2007,"España","Per cápita",263.043423430809,8.24325067713903,7.61213045522166,3.28936373595314,20.1399692811875,28.0896614698269,0.391446064509457,32735.4330979338,NA,0.658059228065461,0.8061450654813
"311",2008,"España","Per cápita",267.01738760535,7.37058017214892,6.87075119164381,3.12352150171552,17.3660378252179,21.8624432872671,0.38163827268796,32844.326112024,NA,0.666282504973467,0.809504610479611
"312",2009,"España","Per cápita",310.441870366892,6.49836473488384,6.05343614866212,2.86018105311464,13.8693654886786,22.4708507866338,0.37799849279591,31669.6906208215,NA,0.674505781881472,0.812864155477921
"313",2010,"España","Per cápita",269.169633477032,6.07295573666841,5.74005749728972,2.84667838216248,12.2315631088901,26.0755667827542,0.375192128886346,31786.404048037,NA,0.682729058789478,0.816223700476232
"314",2011,"España","Per cápita",295.97990189958,6.04567589256091,5.75998796913733,2.81141317839319,10.6790155214289,23.8500366437676,0.372446508958009,31600,NA,0.679379232698443,0.814268059133616
"315",2012,"España","Per cápita",356.506598946623,5.93461426007238,5.64328846972385,2.80099165055373,8.61244930001903,23.3600470319206,0.373565668265974,30645.215366245,NA,0.676029406607408,0.812312417791
"316",2013,"España","Per cápita",293.476781237637,5.33244597926356,5.11656476063222,2.63279965833277,8.05421676869121,26.2346696471795,0.365608613741838,30327.4518490541,NA,0.672679580516374,0.810356776448384
"317",2014,"España","Per cápita",343.935624321794,5.43661634770873,5.14924403704791,2.58600148653243,8.15607119035459,29.2404478071866,0.369935901993357,30842.182876356,NA,0.669329754425339,0.808401135105768
"318",2015,"España","Per cápita",355.016886135659,5.71541486099568,5.5106388675979,2.68466847884027,8.58238662219405,28.5339843454359,0.371160962312629,32057.0982556418,NA,0.665979928334304,0.806445493763152
"319",2016,"España","Per cápita",349.504585491187,5.439242262474,5.26834336382767,2.69927982967566,8.44213614962264,27.1367811906553,0.370864271020796,33002.6743470795,NA,0.671189944710611,0.810091463476456
"320",2017,"España","Per cápita",354.223277274709,5.72896361952801,5.55151624271829,2.82777084230612,8.75036397049903,28.2207166020609,0.36888359168796,33924.1354190986,NA,0.676399961086918,0.813737433189759
"321",2018,"España","Per cápita",289.5813881138,5.53467048626015,5.39216643320705,2.80948465173841,9.42046711561097,27.8706600843418,0.364580885056555,34553.6259279775,NA,0.681609977463225,0.817383402903063
"322",2019,"España","Per cápita",371.024106536853,5.13056357887694,4.98461378625602,2.71200888563822,9.21766595123873,26.875423851433,0.367646638880401,34957.4655282216,NA,0.686819993839533,0.821029372616366
"323",2020,"España","Per cápita",336.989769493604,4.31358166425446,4.16716609653209,2.45140893042734,8.88080955570671,28.1429988742403,0.362863560445575,30834.5131974243,NA,0.69203001021584,0.82467534232967
"324",2021,"España","Per cápita",323.532133721198,4.66581369696725,4.5233327334414,NA,9.17985772391079,27.5271423635135,0.361166114376229,32553.0510281634,NA,NA,NA
"325",2022,"España","Absoluto",NA,226779716.834435,220474371,NA,433151063.314926,NA,NA,1625139941395.96,47625400,NA,NA
"326",2023,"España","Absoluto",NA,209958992.107742,207220207,NA,417517956.870583,NA,NA,NA,NA,NA,NA
"327",2022,"España","Per cápita",NA,4.76173883756221,4.62934423647885,NA,9.09495906207457,NA,NA,34123.3867095281,NA,NA,NA
"328",2023,"España","Per cápita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",1860,"Mundo","Absoluto",276631249489.667,4649061077.79866,332298455,587912000,NA,4144640748.52224,654134651.20036,1735876844164.81,1230668000,NA,NA
"330",1861,"Mundo","Absoluto",278017020146.435,4571046109.76834,349190176,593059000,NA,4167386912.21019,657412818.7136,1734045176979.72,1234805000,NA,NA
"331",1862,"Mundo","Absoluto",279402790851.863,4559307602.43804,355991079,598527000,NA,4190133076.60975,660690985.94584,1756193300009.63,1238942000,NA,NA
"332",1863,"Mundo","Absoluto",280788561499.564,4581791480.57947,379534890,606961000,NA,4212879240.16512,663969153.12818,1803715604068.85,1243079000,NA,NA
"333",1864,"Mundo","Absoluto",282174332333.902,4595549791.93151,409525430,615393000,NA,4235625406.44984,667247320.93842,1827190617426.82,1247216000,NA,NA
"334",1865,"Mundo","Absoluto",283560102797.454,4584517932.13431,434851329,621913000,NA,4258371567.31224,670525487.97686,1834106863026.26,1251353000,NA,NA
"335",1866,"Mundo","Absoluto",284945873611.783,4627841605.58449,449067022,628992000,NA,4281117733.30434,673803655.5329,1849060248221.8,1255490000,NA,NA
"336",1867,"Mundo","Absoluto",286331644254.96,4679468396.98853,480813908,633876000,NA,4303863896.79356,677081823.14634,1861730089315.42,1259627000,NA,NA
"337",1868,"Mundo","Absoluto",287717414931.341,4672832097.12762,494493524,640665000,NA,4326610060.76834,680359990.35568,1898226363772.37,1263764000,NA,NA
"338",1869,"Mundo","Absoluto",289103185629.707,4697794120.76752,524731062,649308000,NA,4349356225.06462,683638157.43782,1924725901693.18,1267901000,NA,NA
"339",1870,"Mundo","Absoluto",290488956306.305,4942624305.52575,536123279,654150000,NA,4372102389.04258,686916325.04317,1936521637068.75,1272038000,NA,NA
"340",1871,"Mundo","Absoluto",293365158958.665,5093816576.19429,569776588,665767000,NA,4411682537.1427,693704603.94927,1965305233541.67,1281189100,NA,NA
"341",1872,"Mundo","Absoluto",296241361634.606,5228590144.23984,630961473,684828000,NA,4451262685.58766,700492883.28647,2010284054305.49,1290340200,NA,NA
"342",1873,"Mundo","Absoluto",299117564459.39,5358265077.1164,670467213,701046000,NA,4490842836.20928,707281162.55457,2041378283281.21,1299491300,NA,NA
"343",1874,"Mundo","Absoluto",301993766995.452,5389128697.95646,628662235,700298000,NA,4530422982.60868,714069441.23368,2081422957568.17,1308642400,NA,NA
"344",1875,"Mundo","Absoluto",304869969904.379,5490245228.46521,681047987,711080000,NA,4570003134.46078,720857720.92988,2119148377103.8,1317793500,NA,NA
"345",1876,"Mundo","Absoluto",307746172398.64,5552137567.01342,690582526,715625000,NA,4609583280.2489,727645999.79088,2124351467112.43,1326944600,NA,NA
"346",1877,"Mundo","Absoluto",310622375082.883,5645384891.33899,704032861,722047000,NA,4649163428.81526,734434279.26699,2157439513078.97,1336095700,NA,NA
"347",1878,"Mundo","Absoluto",313498577774.835,5728606433.00506,709649545,726701000,NA,4688743577.49438,741222557.81909,2188066331189.66,1345246800,NA,NA
"348",1879,"Mundo","Absoluto",316374780482.426,5832296205.40806,759794391,741455000,NA,4728323726.40218,748010837.58239,2218180617199.67,1354397900,NA,NA
"349",1880,"Mundo","Absoluto",319250983392.646,6000234051.72349,858055673,769277000,NA,4767903878.2732,754799116.97539,2299591764235.81,1363549000,NA,NA
"350",1881,"Mundo","Absoluto",322025255653.945,6015956819.82039,887964968,782747000,NA,4817157506.22353,761349257.92283,2348203644415.75,1372700100,NA,NA
"351",1882,"Mundo","Absoluto",324799528261.746,6152193715.27883,937888226,798605000,NA,4866411139.24104,767899400.63687,2401750178023.66,1381851200,NA,NA
"352",1883,"Mundo","Absoluto",327573800680.172,6303719954.64929,997514555,817367000,NA,4915664769.48917,774449541.3841,2440612902212.3,1391002300,NA,NA
"353",1884,"Mundo","Absoluto",330348073121.751,6336383486.13211,1009429803,822833000,NA,4964918400.07588,780999682.89414,2469589765996.49,1400153400,NA,NA
"354",1885,"Mundo","Absoluto",333122345822.252,6351133721.69559,1017144551,828366000,NA,5014172034.44903,787549825.74827,2492251430304.66,1409304500,NA,NA
"355",1886,"Mundo","Absoluto",335896618308.28,6429878523.1263,1032613679,833939000,NA,5063425665.68575,794099966.67041,2521127830662.32,1418455600,NA,NA
"356",1887,"Mundo","Absoluto",338670890678.132,6558023584.33622,1083727514,858246000,NA,5112679295.22354,800650107.91654,2583939866403.61,1427606700,NA,NA
"357",1888,"Mundo","Absoluto",341445162905.086,6711045774.39978,1200801641,886826000,NA,5161932922.67163,807200249.49868,2620341760716.62,1436757800,NA,NA
"358",1889,"Mundo","Absoluto",344219435619.434,6718049710.41196,1201516231,896244000,NA,5211186557.24727,813750391.07281,2679633380436.12,1445908900,NA,NA
"359",1890,"Mundo","Absoluto",346993708069.496,7122772788.88039,1306591159,923286000,NA,5260440187.95803,820300532.82995,2731546599999.53,1455060000,NA,NA
"360",1891,"Mundo","Absoluto",349586004028.056,7314731664.01781,1368915607,945932000,NA,5324398991.93604,826424585.212155,2748998421147.88,1464211100,NA,NA
"361",1892,"Mundo","Absoluto",352178299997.204,7383503087.99203,1379808963,952940000,NA,5388357796.06891,832548637.17736,2843530301163.66,1473362200,NA,NA
"362",1893,"Mundo","Absoluto",354770595765.821,7454069860.99179,1362515015,948287000,NA,5452316597.26923,838672689.094465,2856932193457.51,1482513300,NA,NA
"363",1894,"Mundo","Absoluto",357362891570.924,7561903219.82509,1411532925,966192000,NA,5516275399.00312,844796741.71758,2910722948829.57,1491664400,NA,NA
"364",1895,"Mundo","Absoluto",359955187319.952,7712307943.17452,1495238835,989201000,NA,5580234199.91697,850920792.660885,3002434493601.4,1500815500,NA,NA
"365",1896,"Mundo","Absoluto",362547483326.396,7824260493.26135,1544660874,1006469000,NA,5644193004.59523,857044845.43209,3017314925014.5,1509966600,NA,NA
"366",1897,"Mundo","Absoluto",365139779006.159,7935750974.7982,1617492801,1029488000,NA,5708151804.49618,863168897.035095,3133532502537.7,1519117700,NA,NA
"367",1898,"Mundo","Absoluto",367732074929.95,8080375470.88178,1705960878,1059687000,NA,5772110607.96574,869292949.4074,3224401092364.7,1528268800,NA,NA
"368",1899,"Mundo","Absoluto",370324370681.026,8331145907.74205,1863135388,1108287000,NA,5836069408.90955,875417001.877505,3305402890292.82,1537419900,NA,NA
"369",1900,"Mundo","Absoluto",372916666666.667,8537685649.68216,1961490741,1134809000,7281262027.19653,5900028213.28358,881541053.53911,3360572075334.62,1546571000,NA,NA
"370",1901,"Mundo","Absoluto",378950599919.604,8665547186.46143,2023963809,1156073000,7402502528.95447,5988249718.81076,890779378.428314,3460460397057.17,1566000140.19608,NA,NA
"371",1902,"Mundo","Absoluto",385024725194.068,8804479101.30069,2074800354,1175128000,7501325272.58257,6076471224.40582,900017703.663218,3518563271097.54,1585429280.39216,NA,NA
"372",1903,"Mundo","Absoluto",391138920541.285,9039892039.52903,2262046166,1232815000,7691972083.89421,6164692724.31917,909256027.44602,3617247772520.14,1604858420.58824,NA,NA
"373",1904,"Mundo","Absoluto",397293065067.172,9172453268.89235,2287509330,1246325000,7779274113.45776,6252914229.46175,918494351.91283,3652354449207.72,1624287560.78431,NA,NA
"374",1905,"Mundo","Absoluto",403487036564.681,9366546524.35639,2437062080,1287911000,7971786085.02209,6341135733.27388,927732677.02163,3751685112917.38,1643716700.98039,NA,NA
"375",1906,"Mundo","Absoluto",409720713316.011,9537086771.52483,2544485736,1341486000,8136722568.14407,6429357237.69686,936971001.51734,3925884200105.51,1663145841.17647,NA,NA
"376",1907,"Mundo","Absoluto",415993972951.279,9990740535.73402,2900324676,1427232000,8396613627.56271,6517578736.88516,946209325.38924,3984367631720,1682574981.37255,NA,NA
"377",1908,"Mundo","Absoluto",422306694380.877,9918685680.38494,2785686670,1397542000,8406813133.73415,6605800244.46299,955447651.05564,3934942285566.67,1702004121.56863,NA,NA
"378",1909,"Mundo","Absoluto",428658754680.64,10108372697.1688,2901167236,1442537000,8587699930.74517,6694021749.64203,964685975.92405,4127458602686.12,1721433261.76471,NA,NA
"379",1910,"Mundo","Absoluto",435050031404.436,10179817421.0471,3043325904,1491994000,8747124079.33268,6782243249.89464,973924300.11455,4177586198534.31,1740862401.96078,NA,NA
"380",1911,"Mundo","Absoluto",439035770957.56,10218345874.7483,3090098122,1515084000,8857435956.22913,6838022743.41571,977740678.9712,4259510474229.43,1760291542.15686,NA,NA
"381",1912,"Mundo","Absoluto",443035060024.27,10344830273.5658,3246477082,1566823000,9059822327.54807,6893802232.44753,981557057.21167,4367744447825.19,1779720682.35294,NA,NA
"382",1913,"Mundo","Absoluto",447047847394.577,10652596861.5822,3516532973,1641353000,9301464763.37781,6949581727.26619,985373437.06423,4452817603169.52,1799149822.54902,NA,NA
"383",1914,"Mundo","Absoluto",451074080337.899,10304178925.3887,3189786300,1559717000,9111423403.68135,7005361217.89729,989189815.12169,4282722220148.62,1818578962.7451,NA,NA
"384",1915,"Mundo","Absoluto",455113707226.172,10227781176.2942,3140276533,1553217000,9142947689.75876,7061140710.03758,993006194.39324,4306860221443.51,1838008102.94118,NA,NA
"385",1916,"Mundo","Absoluto",459166675741.583,10482843061.0738,3391973240,1631500000,9380735227.1021,7116920200.58989,996822573.3961,4520079560952.19,1857437243.13725,NA,NA
"386",1917,"Mundo","Absoluto",463232933989.379,10663227878.5223,3548138321,1684893000,9509155965.10288,7172699692.75455,1000638952.53766,4456751099362.41,1876866383.33333,NA,NA
"387",1918,"Mundo","Absoluto",467312429615.883,10642793850.3532,3499686323,1676100000,9554500508.55117,7228479184.14592,1004455331.08421,4459620432203.82,1896295523.52941,NA,NA
"388",1919,"Mundo","Absoluto",471405110535.005,10110572304.1309,3033839378,1548743000,9294377384.79973,7284258676.54352,1008271709.44187,4497246191243.5,1915724663.72549,NA,NA
"389",1920,"Mundo","Absoluto",475510924492.655,10868741937.008,3528115505,1662412000,9683709203.69691,7340038170.05544,1012088088.69553,4493229136320.7,1935153803.92157,NA,NA
"390",1921,"Mundo","Absoluto",481408989916.514,10521583512.6064,3093801266,1537227000,9431403358.35765,7515786885.53416,1019652467.11943,4542144620679.58,1950415513.72549,NA,NA
"391",1922,"Mundo","Absoluto",487337351051.242,10789858084.9016,3243076947,1618842000,9775172199.9739,7691535594.0069,1027216844.16044,4802104065719.07,1965677223.52941,NA,NA
"392",1923,"Mundo","Absoluto",493295906641.911,11304329129.9852,3679523421,1724694000,10147751224.8806,7867284299.67452,1034781220.29954,4968230859862.58,1980938933.33333,NA,NA
"393",1924,"Mundo","Absoluto",499284555061.681,11367856722.3109,3690519786,1769574000,10323635822.1825,8043033002.95276,1042345596.79045,5181115843091.56,1996200643.13725,NA,NA
"394",1925,"Mundo","Absoluto",505303195075.746,11519003139.0324,3729291561,1785358000,10521860138.4136,8218781710.38313,1049909973.52355,5344728204729.65,2011462352.94118,NA,NA
"395",1926,"Mundo","Absoluto",511351724397.798,11449586542.2093,3663310809,1773039000,10681325600.5039,8394530416.0223,1057474349.73856,5506037195371.62,2026724062.7451,NA,NA
"396",1927,"Mundo","Absoluto",517430041230.174,11871399375.8368,3998978968,1859864000,10986478918.0049,8570279121.34704,1065038726.62468,5651291349839.02,2041985772.54902,NA,NA
"397",1928,"Mundo","Absoluto",523538043520.909,11904293004.4335,3980978139,1895225000,11292962112.8654,8746027825.66619,1072603102.94268,5813554153539.08,2057247482.35294,NA,NA
"398",1929,"Mundo","Absoluto",529675629393.784,12275464821.8212,4272529245,1984286000,11455804602.3235,8921776531.59734,1080167479.22569,6025617237252.08,2072509192.15686,NA,NA
"399",1930,"Mundo","Absoluto",535842696728.337,12020520021.4849,3940774479,1929244000,11304612272.7376,9097525239.71792,1087731856.12779,5868979024517.53,2087770901.96078,NA,NA
"400",1931,"Mundo","Absoluto",541416856786.973,11655567441.9861,3522556204,1796791000,11018821618.6398,9246312553.49217,1094047537.92684,5693912581995.64,2103032611.76471,NA,NA
"401",1932,"Mundo","Absoluto",547014640772.722,11357259876.882,3175883388,1698023000,10713089993.238,9395099866.5925,1100363218.8891,5513115418512.27,2118294321.56863,NA,NA
"402",1933,"Mundo","Absoluto",552635963386.794,11593129454.8327,3344663358,1740791000,10879472857.3981,9543887186.62136,1106678901.09635,5551508226238.17,2133556031.37255,NA,NA
"403",1934,"Mundo","Absoluto",558280737719.114,12006818679.5148,3636428342,1826533000,11256924997.6816,9692674502.06208,1112994583.55061,5782828063097.11,2148817741.17647,NA,NA
"404",1935,"Mundo","Absoluto",563948878168.437,12250358717.1899,3816235886,1882903000,11498339583.0726,9841461818.55965,1119310264.44077,6084654779774.08,2164079450.98039,NA,NA
"405",1936,"Mundo","Absoluto",569640298659.428,12736458066.9666,4188005533,1988299000,11851460053.3052,9990249136.74706,1125625946.95102,6387415541824.63,2179341160.78431,NA,NA
"406",1937,"Mundo","Absoluto",575354912369.058,13076385501.4974,4476431545,2080518000,12333671447.3772,10139036449.0264,1131941627.68418,6661148892171.7,2194602870.58824,NA,NA
"407",1938,"Mundo","Absoluto",581092633951.222,12845222675.3907,4209370404,2014667000,12162956063.224,10287823766.707,1138257310.33943,6671677186399.42,2209864580.39216,NA,NA
"408",1939,"Mundo","Absoluto",586853376630.346,13148092452.6695,4451630273,2102561000,12537218148.9546,10436611084.5293,1144572992.06459,6975577343239.23,2225126290.19608,NA,NA
"409",1940,"Mundo","Absoluto",592637053828.137,13761509422.6621,4862408291,2219974000,12846062393.2078,10585398400.5662,1150888674.08174,7153793321362.61,2240388000,NA,NA
"410",1941,"Mundo","Absoluto",596503661365.602,14126276559.4404,4972224058,2262252000,13084002917.0221,10786295087.7696,1153471097.39528,7512199498008.66,2268168811.24254,NA,NA
"411",1942,"Mundo","Absoluto",600376496754.211,14217350667.8064,4960342295,2279007000,13097703076.932,10987191769.3099,1156053520.45561,7748375282680.01,2295949622.48509,NA,NA
"412",1943,"Mundo","Absoluto",604255523678.26,14400138035.5918,5042966682,2359835000,13223062918.4333,11188088454.1157,1158635943.87695,8003848076385.94,2323730433.72763,NA,NA
"413",1944,"Mundo","Absoluto",608140704589.957,14576655681.3226,5118717007,2341008000,13150168958.63,11388985136.7805,1161218367.78038,8149302463174.04,2351511244.97017,NA,NA
"414",1945,"Mundo","Absoluto",612032002688.93,13718592833.1613,4258361935,2200139000,12642957116.7831,11589881821.1468,1163800791.20872,7784474764128.33,2379292056.21272,NA,NA
"415",1946,"Mundo","Absoluto",615929380616.766,14275439413.8133,4647412186,2266623000,13053434761.3925,11790778504.8224,1166383214.54305,7466864082759.81,2407072867.45526,NA,NA
"416",1947,"Mundo","Absoluto",619832801354.691,14918282278.3696,5146954069,2432213000,13694049567.4855,11991675189.7813,1168965637.99648,7589929593470.07,2434853678.6978,NA,NA
"417",1948,"Mundo","Absoluto",623742227436.52,15245874468.3946,5425784202,2533957000,14153706067.4675,12192571873.131,1171548061.28487,7889382183997.5,2462634489.94035,NA,NA
"418",1949,"Mundo","Absoluto",627657621925.286,15049884286.7313,5181575947,2524869000,14331284877.6057,12393468558.5121,1174130485.27323,8055726454247.79,2490415301.18289,NA,NA
"419",1950,"Mundo","Absoluto",631578947368.421,16548780413.7585,5801815354,2652906000,14989456854.0588,12594365243.926,1176712909.07118,8452991942600.48,2518196112.42543,NA,NA
"420",1951,"Mundo","Absoluto",652864820051.401,17217067213.6563,6228201614,2843183000,15639226347.3635,13637468312.7058,1187688191.56959,9061231475406.37,2569263063.23937,NA,NA
"421",1952,"Mundo","Absoluto",675327100771.063,17548900884.2958,6311238989,2907620000,16080325529.4268,14689713248.8709,1200145071.55005,9503376205464.7,2620330014.05331,NA,NA
"422",1953,"Mundo","Absoluto",698584423213.495,17966244536.5718,6488601847,2977666000,16509934274.9573,15746358188.6328,1213319270.09336,10048192838708,2671396964.86725,NA,NA
"423",1954,"Mundo","Absoluto",722374147735.192,18398360422.5884,6626640641,3029862000,17053678738.6106,16804325562.9438,1226700501.0138,10331168869061.3,2722463915.68119,NA,NA
"424",1955,"Mundo","Absoluto",746836244375.614,19480695682.1002,7256565199,3201333000,17705934593.4995,17864940956.0474,1240509238.6616,10981584620140.6,2773530866.49513,NA,NA
"425",1956,"Mundo","Absoluto",771929362871.766,20324151942.9618,7724526380,3418188000,18455538978.7551,18927592196.0887,1254650122.7184,11455991094314.1,2824597817.30907,NA,NA
"426",1957,"Mundo","Absoluto",797694595404.325,20911348675.0862,7961695596,3544275000,19017346894.0086,19992528570.2485,1269155385.6877,11867464074442.9,2875664768.12301,NA,NA
"427",1958,"Mundo","Absoluto",824126399943.321,21500875406.1901,8208978523,3605857000,19535269184.7655,21059527962.8786,1283995768.7939,12135463430143.9,2926731718.93695,NA,NA
"428",1959,"Mundo","Absoluto",850512750167.667,22578208237.0528,8640977742,3719402000,20341252464.4534,22121715085.7619,1298057684.8447,12717494889730.7,2977798669.75089,NA,NA
"429",1960,"Mundo","Absoluto",874312349789.409,22332040758.02,9147977184,3862589000,21273794636.9458,23155841901.7431,1307553387.3095,13307358974206.4,3028865620.56483,NA,NA
"430",1961,"Mundo","Absoluto",897700889677.516,22184149778.1629,9150768742,3977664000,21825921368.6151,25745434530.9431,1316009421.6893,13814976614923.8,3093475163.47204,NA,NA
"431",1962,"Mundo","Absoluto",916737013643.186,22178453095.9419,9473189922,4166196000,22677952521.4032,28447843003.5842,1317775734.5654,14584411658778.9,3158084706.37925,NA,NA
"432",1963,"Mundo","Absoluto",939834215758.514,22676722947.3561,9979877153,4355792000,23689822233.8519,31073593774.0193,1325097836.1325,15351226332083,3222694249.28645,NA,NA
"433",1964,"Mundo","Absoluto",959514830219.726,23248896614.0104,10510125883,4519275000,25052144184.1438,34138800935.1091,1327323238.8128,16358192566091.2,3287303792.19366,NA,NA
"434",1965,"Mundo","Absoluto",981783407727.884,23418385485.6371,10985761606,4680015000,25627930098.139,34803505397.3828,1332848584.6251,17205445754745.9,3351913335.10087,NA,NA
"435",1966,"Mundo","Absoluto",997828624468.997,24065873261.7878,11511203191,4892770000,26986544779.0847,43014037371.61,1329797636.9189,18071827649974.8,3416522878.00808,NA,NA
"436",1967,"Mundo","Absoluto",1018987508653.71,24692375585.0965,11861284541,5048935000,27502981389.8182,46274944483.956,1333458133.7659,18778509024977.1,3481132420.91529,NA,NA
"437",1968,"Mundo","Absoluto",1046646873543.74,25573173296.7859,12507481578,5297920000,28823971134.5506,49973958008.7478,1345214454.1498,19755328216384.1,3545741963.8225,NA,NA
"438",1969,"Mundo","Absoluto",1077586292526.09,26337455316.0835,13345325333,5592864000,29618499548.8947,53387689411.0254,1360594925.2762,20905118531117.2,3610351506.72971,NA,NA
"439",1970,"Mundo","Absoluto",1093155004829.71,27861916999.5738,14459032543,5902287000,31197007930.5632,56498202766.3703,1356334159.8359,21875734104193.8,3674961049.63692,NA,NA
"440",1971,"Mundo","Absoluto",1105255622932.9,28168154710.2048,15037814367,6141645000,31992156346.0569,61681335006.5749,1351621668.8011,22714985512156.8,3749262945.81145,NA,NA
"441",1972,"Mundo","Absoluto",1120386219425.52,29066518627.2724,15722142630,6417129000,33648922479.3893,65561057030.2632,1350758145.3701,23773372160805.5,3823564841.98599,NA,NA
"442",1973,"Mundo","Absoluto",1141351733613.08,30013763606.8699,16556760767,6746795000,34981988968.5898,70798303529.6975,1356852770.1998,25511992903279.9,3897866738.16052,NA,NA
"443",1974,"Mundo","Absoluto",1154894259943.45,29892322081.5156,16520063820,6767296000,35597863174.7235,70140194738.2621,1354133743.9619,26071591162631.1,3972168634.33506,NA,NA
"444",1975,"Mundo","Absoluto",1169276476246.29,30183858307.4793,16603347149,6839754000,35455746132.7349,76886283569.8455,1352513232.8471,26551660033124.3,4046470530.5096,NA,NA
"445",1976,"Mundo","Absoluto",1188358015957.86,31273759071.1085,17548565167,7160044000,36290209949.8917,80690814473.0507,1356310013.4459,27705146130084.6,4120772426.68413,NA,NA
"446",1977,"Mundo","Absoluto",1202014861621.07,31929670041.5546,18047630552,7373172000,37034970169.1046,88036165172.5524,1353945219.617,28860572655188.9,4195074322.85867,NA,NA
"447",1978,"Mundo","Absoluto",1223158626061.42,32464910459.7804,18611544881,7629329000,38218737154.7428,95649988178.9629,1359948237.8538,30226170007841.5,4269376219.0332,NA,NA
"448",1979,"Mundo","Absoluto",1240737796614.98,33015660769.0823,19149613751,7864359000,39108509082.5886,100902751520.674,1361922964.75841,31455730612083.8,4343678115.20774,NA,NA
"449",1980,"Mundo","Absoluto",1258435610033.18,33060478168.3862,19039649536,7837799000,39162080929.5436,103938612961.738,1364003246.7829,32297026411428.2,4417980011.38227,NA,NA
"450",1981,"Mundo","Absoluto",1274613570786.8,32668355401.4811,18608298673,7816262000,38867541715.3839,106848088751.284,1364437020.5203,32918247164638,4500280992.25543,NA,NA
"451",1982,"Mundo","Absoluto",1300791584731.82,32706073666.5549,18495588904,7805080000,39075523467.5906,108563511281.788,1375433548.3473,33358732065986.7,4582581973.12859,NA,NA
"452",1983,"Mundo","Absoluto",1321375333247.2,33383810779.9828,18631193871,7938531000,39168882359.4224,115429717598.783,1380393429.1346,34266437383495.6,4664882954.00175,NA,NA
"453",1984,"Mundo","Absoluto",1354731658602.63,34971805574.4189,19285685619,8262033000,40928969586.9663,122714163701.676,1398390123.2789,35832728852802.4,4747183934.87491,NA,NA
"454",1985,"Mundo","Absoluto",1385661121447.37,35280099806.0142,19940838003,8443305000,41421609561.0268,121739770660.818,1413591400.8713,37076838769485.4,4829484915.74807,NA,NA
"455",1986,"Mundo","Absoluto",1410167166122.19,35862925462.4538,20216054272,8619621000,42430571994.1793,126244915258.608,1421975961.2085,38320963144244.3,4911785896.62123,NA,NA
"456",1987,"Mundo","Absoluto",1431807318537.85,36333863262.9889,20718459799,8885794000,43516158311.0651,131708328999.885,1427362893.8287,39725610004135.9,4994086877.49439,NA,NA
"457",1988,"Mundo","Absoluto",1449901382750.27,37076912871.8782,21531578509,9200370000,45266776819.1762,137552728520.038,1429148325.6034,41373919913573.9,5076387858.36755,NA,NA
"458",1989,"Mundo","Absoluto",1469331141155.59,37503956021.1963,21813879457,9378575000,45627959221.4688,137273674130.941,1432199826.5114,42626344753873.6,5158688839.24071,NA,NA
"459",1990,"Mundo","Absoluto",1489899227369.97,37868833823.6389,22203562530,9487047000,45962089801.3259,132659580391.215,1436305184.5048,43321327795912.7,5240989820.11387,NA,NA
"460",1991,"Mundo","Absoluto",1512795655108.27,37616982340.3339,22207575966,9541031000,46949184376.0511,131768364267.687,1442488970.3945,44009478985615.3,5321681980.40248,NA,NA
"461",1992,"Mundo","Absoluto",1526388830587.64,37724999785.4464,22012569334,9610805000,47068547879.9371,129947213288.572,1439873340.8049,44986027324944.7,5402374140.6911,NA,NA
"462",1993,"Mundo","Absoluto",1544859334899.91,37884762501.5249,22240169973,9683794000,48425399014.9539,127527186266.686,1441906684.82076,46126610144536.6,5483066300.97971,NA,NA
"463",1994,"Mundo","Absoluto",1561991145856.82,38890633107.6861,22449362137,9818381000,49753653632.3876,130432709225.658,1442650692.07405,47745658513977.3,5563758461.26832,NA,NA
"464",1995,"Mundo","Absoluto",1579889961848.98,39426393960.1255,22906029787,10005073000,52703098555.4149,135802540883.026,1444115710.1792,49615258062487.1,5644450621.55694,NA,NA
"465",1996,"Mundo","Absoluto",1595599920617.1,40603208971.4567,23580326771,10292009000,53464273326.0754,145168055383.09,1443580716.6654,51752321450405.4,5725142781.84555,NA,NA
"466",1997,"Mundo","Absoluto",1617630919354.05,42204242061.2504,23691551844,10357814000,54094204635.7454,144439003448.193,1448777237.3104,53853940881487.1,5805834942.13416,NA,NA
