"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1931,"Mundo","Emisiones de CO₂","Intensidad",618.653018161616,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1932,"Mundo","Emisiones de CO₂","Intensidad",576.05965899713,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1933,"Mundo","Emisiones de CO₂","Intensidad",602.478321511274,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1934,"Mundo","Emisiones de CO₂","Intensidad",628.832173864156,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1935,"Mundo","Emisiones de CO₂","Intensidad",627.190206202906,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1936,"Mundo","Emisiones de CO₂","Intensidad",655.665112998685,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1937,"Mundo","Emisiones de CO₂","Intensidad",672.020940751044,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1938,"Mundo","Emisiones de CO₂","Intensidad",630.931366490728,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1939,"Mundo","Emisiones de CO₂","Intensidad",638.173738739281,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1940,"Mundo","Emisiones de CO₂","Intensidad",679.696501222632,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1941,"Mundo","Emisiones de CO₂","Intensidad",661.886583192851,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1942,"Mundo","Emisiones de CO₂","Intensidad",640.178374695903,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1943,"Mundo","Emisiones de CO₂","Intensidad",630.067766638207,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1944,"Mundo","Emisiones de CO₂","Intensidad",628.117195322056,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1945,"Mundo","Emisiones de CO₂","Intensidad",547.032659752842,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1946,"Mundo","Emisiones de CO₂","Intensidad",622.40481874183,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1947,"Mundo","Emisiones de CO₂","Intensidad",678.129356223296,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1948,"Mundo","Emisiones de CO₂","Intensidad",687.732458063122,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1949,"Mundo","Emisiones de CO₂","Intensidad",643.216471714696,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1950,"Mundo","Emisiones de CO₂","Intensidad",686.362342871834,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1951,"Mundo","Emisiones de CO₂","Intensidad",687.346044619248,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1952,"Mundo","Emisiones de CO₂","Intensidad",664.104929926994,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1953,"Mundo","Emisiones de CO₂","Intensidad",645.748141099003,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1954,"Mundo","Emisiones de CO₂","Intensidad",641.422159001269,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1955,"Mundo","Emisiones de CO₂","Intensidad",660.793997406459,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1956,"Mundo","Emisiones de CO₂","Intensidad",674.27831572197,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1957,"Mundo","Emisiones de CO₂","Intensidad",670.884322552605,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1958,"Mundo","Emisiones de CO₂","Intensidad",676.44540896636,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1959,"Mundo","Emisiones de CO₂","Intensidad",679.455963373537,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1960,"Mundo","Emisiones de CO₂","Intensidad",687.437469878996,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1961,"Mundo","Emisiones de CO₂","Intensidad",662.38032803579,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1962,"Mundo","Emisiones de CO₂","Intensidad",649.542137429845,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1963,"Mundo","Emisiones de CO₂","Intensidad",650.10292579315,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1964,"Mundo","Emisiones de CO₂","Intensidad",642.499215028583,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1965,"Mundo","Emisiones de CO₂","Intensidad",638.50491074721,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1966,"Mundo","Emisiones de CO₂","Intensidad",636.969509335491,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1967,"Mundo","Emisiones de CO₂","Intensidad",631.641443163748,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1968,"Mundo","Emisiones de CO₂","Intensidad",633.119401561089,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1969,"Mundo","Emisiones de CO₂","Intensidad",638.375970609089,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1970,"Mundo","Emisiones de CO₂","Intensidad",660.962163561316,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1971,"Mundo","Emisiones de CO₂","Intensidad",662.021745906549,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1972,"Mundo","Emisiones de CO₂","Intensidad",661.334139879435,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1973,"Mundo","Emisiones de CO₂","Intensidad",648.979514449121,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1974,"Mundo","Emisiones de CO₂","Intensidad",633.642331875721,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1975,"Mundo","Emisiones de CO₂","Intensidad",625.322376389523,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1976,"Mundo","Emisiones de CO₂","Intensidad",633.404533749933,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1977,"Mundo","Emisiones de CO₂","Intensidad",625.338615682499,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1978,"Mundo","Emisiones de CO₂","Intensidad",615.742744653777,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1979,"Mundo","Emisiones de CO₂","Intensidad",608.779811448526,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1980,"Mundo","Emisiones de CO₂","Intensidad",589.51710579965,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1981,"Mundo","Emisiones de CO₂","Intensidad",565.288260335736,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1982,"Mundo","Emisiones de CO₂","Intensidad",554.445200957098,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1983,"Mundo","Emisiones de CO₂","Intensidad",543.715521473315,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1984,"Mundo","Emisiones de CO₂","Intensidad",538.214259322081,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1985,"Mundo","Emisiones de CO₂","Intensidad",537.824654549878,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1986,"Mundo","Emisiones de CO₂","Intensidad",527.545568098186,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1987,"Mundo","Emisiones de CO₂","Intensidad",521.539122919521,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1988,"Mundo","Emisiones de CO₂","Intensidad",520.414274353926,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1989,"Mundo","Emisiones de CO₂","Intensidad",511.746423085402,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1990,"Mundo","Emisiones de CO₂","Intensidad",512.531901944494,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1991,"Mundo","Emisiones de CO₂","Intensidad",504.608926937277,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1992,"Mundo","Emisiones de CO₂","Intensidad",489.320143230208,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1993,"Mundo","Emisiones de CO₂","Intensidad",482.154875533038,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1994,"Mundo","Emisiones de CO₂","Intensidad",470.186459579944,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1995,"Mundo","Emisiones de CO₂","Intensidad",461.673095767261,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1996,"Mundo","Emisiones de CO₂","Intensidad",455.638048886313,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1997,"Mundo","Emisiones de CO₂","Intensidad",439.92234284463,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1998,"Mundo","Emisiones de CO₂","Intensidad",427.132661987967,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1999,"Mundo","Emisiones de CO₂","Intensidad",419.854331833029,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2000,"Mundo","Emisiones de CO₂","Intensidad",409.974158498689,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2001,"Mundo","Emisiones de CO₂","Intensidad",400.945248930226,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2002,"Mundo","Emisiones de CO₂","Intensidad",396.132094853158,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2003,"Mundo","Emisiones de CO₂","Intensidad",400.719705655347,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2004,"Mundo","Emisiones de CO₂","Intensidad",391.964813392275,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2005,"Mundo","Emisiones de CO₂","Intensidad",385.150949411635,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2006,"Mundo","Emisiones de CO₂","Intensidad",376.39957521385,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2007,"Mundo","Emisiones de CO₂","Intensidad",366.771511188496,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2008,"Mundo","Emisiones de CO₂","Intensidad",362.053685476903,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2009,"Mundo","Emisiones de CO₂","Intensidad",355.830220557354,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2010,"Mundo","Emisiones de CO₂","Intensidad",355.216851853677,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2011,"Mundo","Emisiones de CO₂","Intensidad",352.544665528233,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2012,"Mundo","Emisiones de CO₂","Intensidad",346.285293540922,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2013,"Mundo","Emisiones de CO₂","Intensidad",337.996277061335,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2014,"Mundo","Emisiones de CO₂","Intensidad",328.934429492993,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2015,"Mundo","Emisiones de CO₂","Intensidad",317.955606644702,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2016,"Mundo","Emisiones de CO₂","Intensidad",307.691119751435,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2017,"Mundo","Emisiones de CO₂","Intensidad",301.143606455592,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2018,"Mundo","Emisiones de CO₂","Intensidad",296.367550086901,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2019,"Mundo","Emisiones de CO₂","Intensidad",290.438768621672,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2020,"Mundo","Emisiones de CO₂","Intensidad",285.586256000053,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2021,"Mundo","Emisiones de CO₂","Intensidad",282.643409336164,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2022,"Mundo","Emisiones de CO₂","Intensidad",275.168561061971,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1860,"Mundo","Emisiones de CO₂","Per cápita",0.270014703396854,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1861,"Mundo","Emisiones de CO₂","Per cápita",0.282789732791817,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1862,"Mundo","Emisiones de CO₂","Per cápita",0.287334741255039,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1863,"Mundo","Emisiones de CO₂","Per cápita",0.305318398911091,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1864,"Mundo","Emisiones de CO₂","Per cápita",0.32835164879219,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1865,"Mundo","Emisiones de CO₂","Per cápita",0.347504923870403,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1866,"Mundo","Emisiones de CO₂","Per cápita",0.357682675290126,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1867,"Mundo","Emisiones de CO₂","Per cápita",0.381711338356513,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1868,"Mundo","Emisiones de CO₂","Per cápita",0.391286287629652,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1869,"Mundo","Emisiones de CO₂","Per cápita",0.413858070937715,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1870,"Mundo","Emisiones de CO₂","Per cápita",0.421467974227185,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1871,"Mundo","Emisiones de CO₂","Per cápita",0.444724816968861,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1872,"Mundo","Emisiones de CO₂","Per cápita",0.488988464437518,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1873,"Mundo","Emisiones de CO₂","Per cápita",0.515945903600894,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1874,"Mundo","Emisiones de CO₂","Per cápita",0.480392684051808,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1875,"Mundo","Emisiones de CO₂","Per cápita",0.516809338488921,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1876,"Mundo","Emisiones de CO₂","Per cápita",0.520430563566859,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1877,"Mundo","Emisiones de CO₂","Per cápita",0.526932959218415,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1878,"Mundo","Emisiones de CO₂","Per cápita",0.527523681899857,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1879,"Mundo","Emisiones de CO₂","Per cápita",0.560983143136888,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1880,"Mundo","Emisiones de CO₂","Per cápita",0.629281142811883,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1881,"Mundo","Emisiones de CO₂","Per cápita",0.64687470191049,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1882,"Mundo","Emisiones de CO₂","Per cápita",0.678718682590427,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1883,"Mundo","Emisiones de CO₂","Per cápita",0.717119270758934,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
