"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1940,"España","Emisiones de CO₂","Intensidad",255.58131701353,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1941,"España","Emisiones de CO₂","Intensidad",249.966090306631,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1942,"España","Emisiones de CO₂","Intensidad",250.686502116859,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1943,"España","Emisiones de CO₂","Intensidad",245.874111661546,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1944,"España","Emisiones de CO₂","Intensidad",254.846045566703,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1945,"España","Emisiones de CO₂","Intensidad",303.956564319727,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1946,"España","Emisiones de CO₂","Intensidad",288.479592784913,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1947,"España","Emisiones de CO₂","Intensidad",315.012813636304,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1948,"España","Emisiones de CO₂","Intensidad",331.133858807184,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1949,"España","Emisiones de CO₂","Intensidad",365.194578427061,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1950,"España","Emisiones de CO₂","Intensidad",327.441522807072,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1951,"España","Emisiones de CO₂","Intensidad",296.442496272874,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1952,"España","Emisiones de CO₂","Intensidad",308.77359072147,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1953,"España","Emisiones de CO₂","Intensidad",318.993793739374,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1954,"España","Emisiones de CO₂","Intensidad",301.28804822096,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1955,"España","Emisiones de CO₂","Intensidad",293.137832558712,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1956,"España","Emisiones de CO₂","Intensidad",283.83443032046,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1957,"España","Emisiones de CO₂","Intensidad",327.033513115541,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1958,"España","Emisiones de CO₂","Intensidad",342.1339226933,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1959,"España","Emisiones de CO₂","Intensidad",319.225264567033,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1960,"España","Emisiones de CO₂","Intensidad",298.565770198235,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1961,"España","Emisiones de CO₂","Intensidad",291.800570415021,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1962,"España","Emisiones de CO₂","Intensidad",297.763350059794,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1963,"España","Emisiones de CO₂","Intensidad",263.458096830862,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1964,"España","Emisiones de CO₂","Intensidad",272.99442681842,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1965,"España","Emisiones de CO₂","Intensidad",278.501702270896,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1966,"España","Emisiones de CO₂","Intensidad",280.440162543238,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1967,"España","Emisiones de CO₂","Intensidad",295.751456678011,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1968,"España","Emisiones de CO₂","Intensidad",313.569977153708,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1969,"España","Emisiones de CO₂","Intensidad",284.086164651564,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1970,"España","Emisiones de CO₂","Intensidad",337.075093597494,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1971,"España","Emisiones de CO₂","Intensidad",355.053917010856,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1972,"España","Emisiones de CO₂","Intensidad",363.008079963161,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1973,"España","Emisiones de CO₂","Intensidad",355.664483148179,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1974,"España","Emisiones de CO₂","Intensidad",371.758552029666,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1975,"España","Emisiones de CO₂","Intensidad",377.839378189195,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1976,"España","Emisiones de CO₂","Intensidad",395.514051657657,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1977,"España","Emisiones de CO₂","Intensidad",373.629801791084,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1978,"España","Emisiones de CO₂","Intensidad",370.409965094088,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1979,"España","Emisiones de CO₂","Intensidad",372.762294688092,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1980,"España","Emisiones de CO₂","Intensidad",382.568956504531,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1981,"España","Emisiones de CO₂","Intensidad",367.532572153732,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1982,"España","Emisiones de CO₂","Intensidad",365.5020379167,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1983,"España","Emisiones de CO₂","Intensidad",348.363221051339,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1984,"España","Emisiones de CO₂","Intensidad",338.948259962594,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1985,"España","Emisiones de CO₂","Intensidad",333.737821514047,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1986,"España","Emisiones de CO₂","Intensidad",301.991453358967,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1987,"España","Emisiones de CO₂","Intensidad",283.091670882135,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1988,"España","Emisiones de CO₂","Intensidad",275.789833724942,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1989,"España","Emisiones de CO₂","Intensidad",295.417900195185,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1990,"España","Emisiones de CO₂","Intensidad",283.316018566867,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1991,"España","Emisiones de CO₂","Intensidad",285.507078520814,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1992,"España","Emisiones de CO₂","Intensidad",292.253143784246,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1993,"España","Emisiones de CO₂","Intensidad",285.387136522416,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1994,"España","Emisiones de CO₂","Intensidad",289.041249162775,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1995,"España","Emisiones de CO₂","Intensidad",292.367929945138,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1996,"España","Emisiones de CO₂","Intensidad",268.593068601034,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1997,"España","Emisiones de CO₂","Intensidad",269.398473246669,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1998,"España","Emisiones de CO₂","Intensidad",262.789643852659,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1999,"España","Emisiones de CO₂","Intensidad",270.714908796952,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2000,"España","Emisiones de CO₂","Intensidad",265.186711846165,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2001,"España","Emisiones de CO₂","Intensidad",254.437113830727,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2002,"España","Emisiones de CO₂","Intensidad",261.414434073456,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2003,"España","Emisiones de CO₂","Intensidad",254.330590025916,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2004,"España","Emisiones de CO₂","Intensidad",256.920328439835,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2005,"España","Emisiones de CO₂","Intensidad",256.412086806992,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2006,"España","Emisiones de CO₂","Intensidad",237.715420200679,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2007,"España","Emisiones de CO₂","Intensidad",232.534893686869,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2008,"España","Emisiones de CO₂","Intensidad",209.191419187879,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2009,"España","Emisiones de CO₂","Intensidad",191.142888673571,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2010,"España","Emisiones de CO₂","Intensidad",180.582159863541,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2011,"España","Emisiones de CO₂","Intensidad",182.278100289156,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2012,"España","Emisiones de CO₂","Intensidad",184.149088276267,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2013,"España","Emisiones de CO₂","Intensidad",168.710671311866,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2014,"España","Emisiones de CO₂","Intensidad",166.954591304087,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2015,"España","Emisiones de CO₂","Intensidad",171.900738602505,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2016,"España","Emisiones de CO₂","Intensidad",159.63383174412,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2017,"España","Emisiones de CO₂","Intensidad",163.645032486013,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2018,"España","Emisiones de CO₂","Intensidad",156.052115759033,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2019,"España","Emisiones de CO₂","Intensidad",142.590823188594,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2020,"España","Emisiones de CO₂","Intensidad",135.146161376084,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2021,"España","Emisiones de CO₂","Intensidad",138.952650844556,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2022,"España","Emisiones de CO₂","Intensidad",135.66485284376,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
2023,"España","Emisiones de CO₂","Intensidad",NA,"Kilogramos de CO₂ por mil dólares (2011)","Intensidad (kg CO₂/000$)","Emisiones de CO₂ (kg CO₂/000$)"
1860,"España","Emisiones de CO₂","Per cápita",0.123445083748881,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1861,"España","Emisiones de CO₂","Per cápita",0.1276646920186,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1862,"España","Emisiones de CO₂","Per cápita",0.138847784689603,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1863,"España","Emisiones de CO₂","Per cápita",0.153893098867734,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1864,"España","Emisiones de CO₂","Per cápita",0.1471235501765,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1865,"España","Emisiones de CO₂","Per cápita",0.144764824120603,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1866,"España","Emisiones de CO₂","Per cápita",0.143340010015023,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1867,"España","Emisiones de CO₂","Per cápita",0.159522954091816,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1868,"España","Emisiones de CO₂","Per cápita",0.165344604674291,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1869,"España","Emisiones de CO₂","Per cápita",0.163409316154609,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1870,"España","Emisiones de CO₂","Per cápita",0.189747299549411,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1871,"España","Emisiones de CO₂","Per cápita",0.180743510886948,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1872,"España","Emisiones de CO₂","Per cápita",0.199874961691695,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1873,"España","Emisiones de CO₂","Per cápita",0.191569997556804,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1874,"España","Emisiones de CO₂","Per cápita",0.189790248950027,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1875,"España","Emisiones de CO₂","Per cápita",0.199567659367987,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1876,"España","Emisiones de CO₂","Per cápita",0.215698760954971,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1877,"España","Emisiones de CO₂","Per cápita",0.227744865385774,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1878,"España","Emisiones de CO₂","Per cápita",0.225196378245488,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1879,"España","Emisiones de CO₂","Per cápita",0.23686641221374,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1880,"España","Emisiones de CO₂","Per cápita",0.261885046562667,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1881,"España","Emisiones de CO₂","Per cápita",0.290941183411008,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1882,"España","Emisiones de CO₂","Per cápita",0.315813882532418,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1883,"España","Emisiones de CO₂","Per cápita",0.34446218487395,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1884,"España","Emisiones de CO₂","Per cápita",0.340669065583285,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1885,"España","Emisiones de CO₂","Per cápita",0.332494833458408,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1886,"España","Emisiones de CO₂","Per cápita",0.349823860374325,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1887,"España","Emisiones de CO₂","Per cápita",0.350646034374465,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1888,"España","Emisiones de CO₂","Per cápita",0.365567272727273,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1889,"España","Emisiones de CO₂","Per cápita",0.385924199570087,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1890,"España","Emisiones de CO₂","Per cápita",0.413301345948077,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1891,"España","Emisiones de CO₂","Per cápita",0.445160798385288,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1892,"España","Emisiones de CO₂","Per cápita",0.463215003348962,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1893,"España","Emisiones de CO₂","Per cápita",0.451179373194043,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1894,"España","Emisiones de CO₂","Per cápita",0.483236114184554,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1895,"España","Emisiones de CO₂","Per cápita",0.473815718455692,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1896,"España","Emisiones de CO₂","Per cápita",0.510083123149468,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1897,"España","Emisiones de CO₂","Per cápita",0.521,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1898,"España","Emisiones de CO₂","Per cápita",0.509320291272688,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1899,"España","Emisiones de CO₂","Per cápita",0.574853927721272,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1900,"España","Emisiones de CO₂","Per cápita",0.604285683507487,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1901,"España","Emisiones de CO₂","Per cápita",0.632692427246905,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1902,"España","Emisiones de CO₂","Per cápita",0.656625931445604,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1903,"España","Emisiones de CO₂","Per cápita",0.643557904751837,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1904,"España","Emisiones de CO₂","Per cápita",0.682023307086614,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1905,"España","Emisiones de CO₂","Per cápita",0.709321904562797,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1906,"España","Emisiones de CO₂","Per cápita",0.717587078069994,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1907,"España","Emisiones de CO₂","Per cápita",0.724699640102828,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1908,"España","Emisiones de CO₂","Per cápita",0.754875670155731,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1909,"España","Emisiones de CO₂","Per cápita",0.76899224177273,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1910,"España","Emisiones de CO₂","Per cápita",0.750033235975425,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1911,"España","Emisiones de CO₂","Per cápita",0.736685005501651,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1912,"España","Emisiones de CO₂","Per cápita",0.794036565977742,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1913,"España","Emisiones de CO₂","Per cápita",0.859628682820905,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1914,"España","Emisiones de CO₂","Per cápita",0.848191391312874,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1915,"España","Emisiones de CO₂","Per cápita",0.745646749452155,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1916,"España","Emisiones de CO₂","Per cápita",0.864202776568471,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1917,"España","Emisiones de CO₂","Per cápita",0.761638748738648,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1918,"España","Emisiones de CO₂","Per cápita",0.798734510739857,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1919,"España","Emisiones de CO₂","Per cápita",0.755175572519084,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1920,"España","Emisiones de CO₂","Per cápita",0.661977392614921,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1921,"España","Emisiones de CO₂","Per cápita",0.693406566718042,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1922,"España","Emisiones de CO₂","Per cápita",0.690854124283336,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1923,"España","Emisiones de CO₂","Per cápita",0.787910102073511,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1924,"España","Emisiones de CO₂","Per cápita",0.833278173002855,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1925,"España","Emisiones de CO₂","Per cápita",0.854692266283869,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1926,"España","Emisiones de CO₂","Per cápita",0.816174793498535,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
1927,"España","Emisiones de CO₂","Per cápita",0.942778871939157,"Toneladas de CO₂ por habitante","Per cápita (t CO₂/hab)","Emisiones de CO₂ (t CO₂/hab)"
